id_note,id_etudiant,id_matiere,id_classe,id_temps,note,mention,statut_validation,nb_absences,annee_scolaire,est_rattrapage
330,22,8,91,14,12.07,Assez Bien,Validé,3,2023-24,0
331,22,9,91,15,12.61,Assez Bien,Validé,1,2023-24,0
332,22,9,91,16,12.81,Assez Bien,Validé,0,2023-24,0
333,22,10,91,15,12.51,Assez Bien,Validé,0,2023-24,0
334,22,10,91,16,11.55,Passable,Validé,4,2023-24,0
335,23,26,58,5,14.05,Bien,Validé,1,2021-22,0
336,23,26,58,6,12.61,Assez Bien,Validé,0,2021-22,0
337,23,26,86,9,18.99,Très Bien,Validé,1,2022-23,0
338,23,26,86,10,13.8,Assez Bien,Validé,2,2022-23,0
339,23,26,115,13,14.03,Bien,Validé,4,2023-24,0
340,23,26,115,14,14.56,Bien,Validé,0,2023-24,0
341,24,25,114,13,13.19,Assez Bien,Validé,0,2023-24,0
342,24,25,114,14,13.36,Assez Bien,Validé,1,2023-24,0
343,25,21,108,13,14.22,Bien,Validé,1,2023-24,0
344,25,21,108,14,15.7,Bien,Validé,1,2023-24,0
345,25,22,108,15,14.77,Bien,Validé,0,2023-24,0
346,25,22,108,16,15.11,Bien,Validé,1,2023-24,0
347,26,21,20,1,15.61,Bien,Validé,1,2020-21,0
348,26,21,20,2,16.14,Très Bien,Validé,1,2020-21,0
349,26,22,20,3,14.3,Bien,Validé,1,2020-21,0
350,26,22,20,4,13.61,Assez Bien,Validé,2,2020-21,0
351,26,21,50,5,16.09,Très Bien,Validé,0,2021-22,0
352,26,21,50,6,12.24,Assez Bien,Validé,0,2021-22,0
353,26,22,50,7,14.54,Bien,Validé,0,2021-22,0
354,26,22,50,8,14.14,Bien,Validé,0,2021-22,0
355,26,21,77,9,16.37,Très Bien,Validé,0,2022-23,0
356,26,21,77,10,16.15,Très Bien,Validé,2,2022-23,0
357,26,22,77,11,16.49,Très Bien,Validé,0,2022-23,0
358,26,22,77,12,16.56,Très Bien,Validé,0,2022-23,0
359,27,15,39,5,13.93,Assez Bien,Validé,0,2021-22,0
360,27,15,39,6,12.32,Assez Bien,Validé,0,2021-22,0
361,27,16,39,7,13.03,Assez Bien,Validé,2,2021-22,0
362,27,16,39,8,9.61,Insuffisant,Non Validé,0,2021-22,0
363,27,15,70,9,10.94,Passable,Validé,0,2022-23,0
364,27,15,70,10,9.5,Insuffisant,Non Validé,2,2022-23,0
365,27,16,70,11,13.83,Assez Bien,Validé,1,2022-23,0
366,27,16,70,12,12.37,Assez Bien,Validé,1,2022-23,0
367,27,15,98,13,10.38,Passable,Validé,0,2023-24,0
368,27,15,98,14,12.77,Assez Bien,Validé,2,2023-24,0
369,27,16,98,15,14.29,Bien,Validé,1,2023-24,0
370,27,16,98,16,14.99,Bien,Validé,1,2023-24,0
371,28,15,40,5,15.27,Bien,Validé,0,2021-22,0
372,28,15,40,6,7.05,Insuffisant,Non Validé,1,2021-22,0
373,28,16,40,7,11.69,Passable,Validé,0,2021-22,0
374,28,16,40,8,9.33,Insuffisant,Non Validé,1,2021-22,0
375,28,15,70,9,11.09,Passable,Validé,1,2022-23,0
376,28,15,70,10,11.23,Passable,Validé,1,2022-23,0
377,28,16,70,11,16.11,Très Bien,Validé,2,2022-23,0
378,28,16,70,12,11.35,Passable,Validé,4,2022-23,0
379,28,15,97,13,11.8,Passable,Validé,1,2023-24,0
380,28,15,97,14,12.46,Assez Bien,Validé,0,2023-24,0
381,28,16,97,15,12.7,Assez Bien,Validé,1,2023-24,0
382,28,16,97,16,10.92,Passable,Validé,1,2023-24,0
383,29,25,114,13,14.24,Bien,Validé,2,2023-24,0
384,29,25,114,14,11.97,Passable,Validé,0,2023-24,0
385,30,26,87,9,12.0,Assez Bien,Validé,2,2022-23,0
386,30,26,87,10,13.34,Assez Bien,Validé,4,2022-23,0
387,30,26,116,13,14.35,Bien,Validé,1,2023-24,0
388,30,26,116,14,12.08,Assez Bien,Validé,2,2023-24,0
389,31,23,24,1,17.8,Très Bien,Validé,0,2020-21,0
390,31,23,24,2,16.62,Très Bien,Validé,1,2020-21,0
391,31,24,24,3,17.69,Très Bien,Validé,1,2020-21,0
392,31,24,24,4,14.32,Bien,Validé,0,2020-21,0
393,31,23,53,5,18.08,Très Bien,Validé,0,2021-22,0
394,31,23,53,6,15.64,Bien,Validé,3,2021-22,0
395,31,24,53,7,14.07,Bien,Validé,0,2021-22,0
396,31,24,53,8,15.33,Bien,Validé,0,2021-22,0
397,31,23,82,9,17.32,Très Bien,Validé,1,2022-23,0
398,31,23,82,10,14.39,Bien,Validé,1,2022-23,0
399,31,24,82,11,16.98,Très Bien,Validé,1,2022-23,0
400,31,24,82,12,20.0,Très Bien,Validé,0,2022-23,0
401,32,11,38,5,13.54,Assez Bien,Validé,0,2021-22,0
402,32,11,38,6,15.45,Bien,Validé,2,2021-22,0
403,32,12,38,7,16.51,Très Bien,Validé,1,2021-22,0
404,32,12,38,8,16.34,Très Bien,Validé,2,2021-22,0
405,32,13,38,5,14.44,Bien,Validé,0,2021-22,0
406,32,13,38,6,13.33,Assez Bien,Validé,0,2021-22,0
407,32,14,38,7,13.57,Assez Bien,Validé,1,2021-22,0
408,32,14,38,8,15.77,Bien,Validé,1,2021-22,0
409,32,28,38,7,14.53,Bien,Validé,0,2021-22,0
410,32,28,38,8,13.7,Assez Bien,Validé,1,2021-22,0
411,32,11,66,9,11.17,Passable,Validé,0,2022-23,0
412,32,11,66,10,13.64,Assez Bien,Validé,0,2022-23,0
413,32,12,66,11,10.24,Passable,Validé,1,2022-23,0
414,32,12,66,12,14.45,Bien,Validé,0,2022-23,0
415,32,13,66,9,16.69,Très Bien,Validé,0,2022-23,0
416,32,13,66,10,15.65,Bien,Validé,0,2022-23,0
417,32,14,66,11,13.57,Assez Bien,Validé,2,2022-23,0
418,32,14,66,12,17.82,Très Bien,Validé,1,2022-23,0
419,32,28,66,11,13.4,Assez Bien,Validé,0,2022-23,0
420,32,28,66,12,13.14,Assez Bien,Validé,1,2022-23,0
421,32,11,95,13,14.2,Bien,Validé,1,2023-24,0
422,32,11,95,14,12.46,Assez Bien,Validé,1,2023-24,0
423,32,12,95,15,14.41,Bien,Validé,1,2023-24,0
424,32,12,95,16,15.26,Bien,Validé,1,2023-24,0
425,32,13,95,13,12.65,Assez Bien,Validé,0,2023-24,0
